NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS		11	0.34075657	0.92893803	0.54545456	1.0	1.0	4484	tags=36%, list=29%, signal=51%	
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE	REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE		39	0.23331814	0.9283534	0.5682927	1.0	1.0	3440	tags=31%, list=22%, signal=40%	
BIOCARTA_TERT_PATHWAY	BIOCARTA_TERT_PATHWAY		6	0.42014164	0.92749125	0.536	1.0	1.0	2135	tags=33%, list=14%, signal=39%	
REACTOME_FGFR2_ALTERNATIVE_SPLICING	REACTOME_FGFR2_ALTERNATIVE_SPLICING		17	0.29862097	0.92699957	0.5983087	1.0	1.0	5092	tags=47%, list=33%, signal=70%	
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS		12	0.32209006	0.92324775	0.5943601	1.0	1.0	2233	tags=33%, list=14%, signal=39%	
REACTOME_GLYCOGEN_SYNTHESIS	REACTOME_GLYCOGEN_SYNTHESIS		5	0.42601198	0.9229656	0.51724136	1.0	1.0	2265	tags=40%, list=15%, signal=47%	
REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE	REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE		18	0.28888908	0.9214913	0.552809	1.0	1.0	600	tags=17%, list=4%, signal=17%	
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1		24	0.26559636	0.918941	0.5887446	1.0	1.0	3783	tags=38%, list=25%, signal=50%	
BIOCARTA_SUMO_PATHWAY	BIOCARTA_SUMO_PATHWAY		6	0.40302825	0.917868	0.56953645	1.0	1.0	2436	tags=33%, list=16%, signal=40%	
BIOCARTA_AKT_PATHWAY	BIOCARTA_AKT_PATHWAY		20	0.27646825	0.9176342	0.5590717	1.0	1.0	3854	tags=30%, list=25%, signal=40%	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53		281	0.16455649	0.91576767	0.7062315	1.0	1.0	3523	tags=25%, list=23%, signal=31%	
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS	REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS		13	0.31135964	0.9136441	0.5497835	1.0	1.0	2436	tags=31%, list=16%, signal=37%	
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX	REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX		11	0.32330465	0.90347254	0.5735294	1.0	1.0	3210	tags=36%, list=21%, signal=46%	
BIOCARTA_TH1TH2_PATHWAY	BIOCARTA_TH1TH2_PATHWAY		17	0.28193802	0.90237445	0.58064514	1.0	1.0	1159	tags=18%, list=8%, signal=19%	
BIOCARTA_HCMV_PATHWAY	BIOCARTA_HCMV_PATHWAY		17	0.28847328	0.90234745	0.5829493	1.0	1.0	1451	tags=24%, list=9%, signal=26%	
REACTOME_DNA_DAMAGE_BYPASS	REACTOME_DNA_DAMAGE_BYPASS		48	0.21625559	0.901035	0.60189575	1.0	1.0	4905	tags=46%, list=32%, signal=67%	
