NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS		33	0.25844094	0.92415464	0.5890985	1.0	1.0	4728	tags=36%, list=31%, signal=52%	
BIOCARTA_MTA3_PATHWAY	BIOCARTA_MTA3_PATHWAY		14	0.3276389	0.92218786	0.5774947	1.0	1.0	37	tags=7%, list=0%, signal=7%	
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX	REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX		68	0.22128744	0.9196828	0.6255708	1.0	1.0	4408	tags=38%, list=29%, signal=53%	
REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING	REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING		11	0.3418321	0.91849834	0.55939525	1.0	1.0	3307	tags=45%, list=21%, signal=58%	
BIOCARTA_MAL_PATHWAY	BIOCARTA_MAL_PATHWAY		15	0.31797388	0.917947	0.5677966	1.0	1.0	4776	tags=47%, list=31%, signal=68%	
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE		14	0.31990048	0.9175237	0.5813449	1.0	1.0	5095	tags=43%, list=33%, signal=64%	
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA	REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA		66	0.22356364	0.91662884	0.62077296	1.0	1.0	3023	tags=17%, list=20%, signal=21%	
REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ	REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ		5	0.44706556	0.9165057	0.5527344	1.0	1.0	4956	tags=80%, list=32%, signal=118%	
REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE	REACTOME_TOLL_LIKE_RECEPTOR_4_TLR4_CASCADE		112	0.20020892	0.9162211	0.69471157	1.0	1.0	2649	tags=21%, list=17%, signal=25%	
WP_TRYPTOPHAN_METABOLISM	WP_TRYPTOPHAN_METABOLISM		26	0.27529103	0.9155588	0.58449304	1.0	1.0	583	tags=12%, list=4%, signal=12%	
REACTOME_PTEN_REGULATION	REACTOME_PTEN_REGULATION		93	0.20450817	0.9143007	0.6506024	1.0	1.0	4903	tags=29%, list=32%, signal=42%	
WP_GDNFRET_SIGNALING_AXIS	WP_GDNFRET_SIGNALING_AXIS		7	0.3932398	0.9130198	0.58502024	1.0	1.0	497	tags=14%, list=3%, signal=15%	
WP_BIOGENIC_AMINE_SYNTHESIS	WP_BIOGENIC_AMINE_SYNTHESIS		6	0.4247077	0.91242695	0.561753	1.0	1.0	955	tags=33%, list=6%, signal=36%	
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY	REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY		62	0.22228847	0.9098624	0.64878047	1.0	1.0	3108	tags=24%, list=20%, signal=30%	
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION	REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION		7	0.38922572	0.9098233	0.55757576	1.0	1.0	2145	tags=29%, list=14%, signal=33%	
REACTOME_ESR_MEDIATED_SIGNALING	REACTOME_ESR_MEDIATED_SIGNALING		122	0.19234729	0.90959984	0.6713948	1.0	1.0	2022	tags=15%, list=13%, signal=17%	
REACTOME_CELLULAR_RESPONSE_TO_MITOCHONDRIAL_STRESS	REACTOME_CELLULAR_RESPONSE_TO_MITOCHONDRIAL_STRESS		9	0.36757535	0.909459	0.57894737	1.0	1.0	2952	tags=33%, list=19%, signal=41%	
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING		40	0.24581237	0.90933836	0.5995475	1.0	1.0	1508	tags=18%, list=10%, signal=19%	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES		14	0.32016462	0.9088781	0.58709675	1.0	1.0	669	tags=14%, list=4%, signal=15%	
REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT		31	0.25875533	0.9081824	0.60502285	1.0	1.0	1881	tags=19%, list=12%, signal=22%	
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION	REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION		30	0.253799	0.90808797	0.6070686	1.0	1.0	4344	tags=33%, list=28%, signal=46%	
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING		23	0.28205168	0.9057722	0.59839356	1.0	1.0	863	tags=13%, list=6%, signal=14%	
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING		15	0.311904	0.90508384	0.5982906	1.0	1.0	2138	tags=27%, list=14%, signal=31%	
